apk_hash,label_banking_trojan,label_spyware,label_sms_stealer,label_obfuscated_loader,label_benign
bf06df823a0a0b1b4618ee736f5f0bd508b315ea3c6b96a16d2a0d0e58906346,0,1,0,0,0
9c1cc79b801e8d632bdb73517588e9e7626cf22643263f038c20cc42dfd0f922,0,1,0,0,0
bfc577ea1b9b326609d857e0c7ea4c7db5c382f86b3faeb92e9230da650b3af9,0,1,0,0,0
cdd0d2e6639bfb11299b168748c77bced8821075c6cb04ed4b1f888a369228fd,0,1,0,0,0
d076268a34eb62ba17aaf3cfb244998bd3a1a9a4c1ca98d21944d94da30f42a8,0,1,0,0,0
468eed1131e4b562ae32ff2734d9feb37c9b8e2097df05431867279614c8502a,0,1,0,0,0
20a567a487c0f14bef235ee94c363bcdffc79dce6b82e3ed73e0455d2dc51a23,0,1,0,0,0
47df247774e408e8ab4d33040b2fb768cecc2a6f0ac9628aeacfda94d4d7b713,0,1,0,0,0
6d30b940f815c967ea121289a6b19778d72260c0cfce40cb9c693fc06f76e6e4,0,1,0,0,0
955427dfc99c107a106ade032190a094e9d7963c8988555eb25ae5e4b46d4826,0,1,0,0,0
97e63e6063345318325b666c54cdffb474725349d948626ef5671bb22020e335,0,1,0,0,0
cde47bed5ec83e29f6455ec35228c3f56d488393668f5b720b79fcd6cb3bc098,0,1,0,0,0
c5ab0adaedf391a395387df33b0bf6854f1ccc9c5da937915ea86b5eec6e6103,0,1,0,0,0
d62705186c488bb26fccdb1404931223a887004fd6704ac1483e599a15e92792,0,1,0,0,0
7ec1cbd8c767a3d87a62fa7da3574da2ba56df753511609bd8d179bc1d2d635e,0,1,0,0,0
ce8750ef4d2df3a4d058bdb0db44e4552a8ae038a1210dd51efa7d4169fc42c4,0,1,0,0,0
5c9f3c404d5ea7405a236c01b8b598b3f794b246ec0c7e52450844518ebaf9f0,0,0,0,1,0
de7d54276047fc457271b582a378e9599ce0b3822d4e9cb89a1260f81a3c2644,0,0,0,1,0
4240e0476d0e56b79230db1cd3244a3366db86a4111f1db97f36b16aa8e79810,0,0,0,1,0
5a616700a3fa6a7a14bd38ae6155f53ba2e6578b772abfd8c8978fdb2bcaeb44,0,0,0,1,0
3745e0fb7edbdd8da57f44f5ee1d2b2cc0db5d7f8b63ea69ce12ce561402cf17,0,0,0,1,0
decf0f2e6d42f5da6ef5f77954115e5cbbb8d68edab7151cf34d28a6d49cb9f8,1,0,0,0,0
a0610f08c783ff5486a66022fedf483e1ac81dfe48935680b5d9d29b309338c5,1,0,0,0,0
d921e4c59b048aa4085712054c1fa0cac28994f8857b519f27a297b8f2c5d77d,1,0,0,0,0
e4acebbaf1008ad281cd36a9b49d7b549db310267df7ddd69e4aa82b967eb4ca,1,0,0,0,0
41c84420a3c42f854dab18df1edf7ef283e60a2bf5a6a9b608bc6c7a1cf8d41e,1,0,0,0,0
9d767c41599325ccd0643d6f432b9075775a85c60df176a845605715be230263,1,0,0,0,0
48618153df1b2b5be3f83e6e1fa6aa5f517b173b10f3f6e925d1598a22b459e1,1,0,0,0,0
d501b5fa51370043e858932e895a2ceefb17f69ba12cde70eb4062bf3af522e8,1,0,0,0,0
e0631f4b6ea80583493f892448784695956dc42eaec9bf2a7a897c8d8aadd147,1,0,0,0,0
9cdd0b8226d5612ac6ca5be00e013a67a6f1f376cbc8558332a986c5f16b51b0,1,0,0,0,0
038000aa704b98f988e032d47a151524d4bbf47a63a0129d3f984711d5497e0e,1,0,0,0,0
176de2fc14fc8ef65d50f9f806ed9ab094cf4478183f5af3d410df2983dcae85,1,0,0,0,0
a8c0df9563d945f286f7a5e73ec5a134362a28b6abe9400b2589b7eef91726cf,1,0,0,0,0
1bdb7b83f3964b84d03694bbbc66a02f5a270043b8ac635932d9de12b81b172e,1,0,0,0,0
50a728cd81dbc8a0fb27d8b19ef4ec730c6e14a728f36c90ec98ef8effd9a00e,1,0,0,0,0
7ddb7f07349d8b7e519233f1c22c12bfddeec6afcf16c683cebc0da80897b88c,1,0,0,0,0
d7bc1f5935f83370514f5df110997c804eb15dc2ba1ade0a7f3021940445e65b,1,0,0,0,0
a63bb91112dd68a5d80c48e0bdb9967521e4b6ad5ae83a8e81212c3b5aaa1310,1,0,0,0,0
1af76b536dcfcf64ad2bcaf13f4760a61588174633a2ad5e64f3d83c6e3b365d,1,0,0,0,0
39413b2215f225da68530fa312b08f566a7bd64e55fac70d81eefe8e5cfa6ee4,1,0,0,0,0
f37a395f7ca5319ef0119c7ade2e2dad6ba70b8e12f72452ef3b37a4a1c5fe5a,1,0,0,0,0
26916d220698b18c63534c929f4e5f99479f122023df4f01e60df7733524cc1b,1,0,0,0,0
e28d15f225019836f9f9a977f0263379fc8d88c1339aaa12f4ca52c16f18928c,1,0,0,0,0
486d6a713d8c907df70a919729ac685328ab91a8977c2e352165640c4bd4d507,1,0,0,0,0
d97aab6e351401596e170f056c3833bfd709cf44a2db97739a9129910fe2ece1,1,0,0,0,0
a8c9c4f38f72cf8cd3cd819936f1c1ea9670541ded180327f7b096a3370f2186,1,0,0,0,0
e30a471eb9b435c0bd1c0cd077b3ff78f114bd77cfe922f061b09d6a2ab34ff5,1,0,0,0,0
adca984304f23557bbab99360a86e331ac018d15c9fbdbcb286c9f7ecf2f53df,1,0,0,0,0
6f1eb9c21b026eecfd65459ec4cffe3954d24619010741e18722108d7bacf3d1,1,0,0,0,0
72512e7de8099e66beb9b4395b8c4a5c1dfd413c85977a31480ff8bd68b2ca6e,1,0,0,0,0
218c6e2327c8342192dc58c6e793fc3d5cba7f15e4b2f188c98cd4ba48bf244a,1,0,0,0,0
844efceeeeff73da35ac13c217ad5723c456ecec01fada7f92b9203fc29e7dcd,1,0,0,0,0
25e2a148a586acc6b741a64f42c618796a08ec9745eb3d1170acabf9e732a366,1,0,0,0,0
900fe34d5394689c86ead76666e79620ad7a10109c75d661af9bc7d8fb0c27b8,1,0,0,0,0
b45edcbdfe9ad1a1990d723dca4405014a4fa1c578b75799219a4298b16175de,1,0,0,0,0
618ee1e79a927c57831527faf19739276f2706b6200ee8f52aa0eb0c66de6828,1,0,0,0,0
b4a031c10801de4e89d7d66f26824d9066c4c217c06386dc102a08c26a81d4f0,1,0,0,0,0
7f55dddcfad05403f71580ec2e5acafdc8c9555e72f724eb1f9e37bf09b8cc0c,1,0,0,0,0
a56dacc093823dc1d266d68ddfba04b2265e613dcc4b69f350873b485b9e1f1c,1,0,0,0,0
610ebf1037134ef4be64c44846428e71ce30b51aa13a14c459f978531f09722c,1,0,0,0,0
8f9b45c674d016ac6d7d48556408206c8e20a292d555ad64143718504ad55e13,1,0,0,0,0
20e8688726e843e9119b33be88ef642cb646f1163dce4109b8b8a2c792b5f9fc,1,0,0,0,0
dd0641f261d75864b164a7f963b45dc43c6c815ad01e5f51c29504c668e6d5ec,1,0,0,0,0
e5b96e80935ca83bbe895f6239eabca1337dc575a066bb6ae2b56faacd29ddaa,1,0,0,0,0
187b9f5de09d82d2afbad9e139600617685095c26c4304aaf67a440338e0a9b6,1,0,0,0,0
917d7a3dff486a6b2908607dccf5d8a2929e05bb1ce988aec40bcb194d999bd0,1,0,0,0,0
d05fb8c6899c96d1519e46eaea848ead6a17c7ddd0e20228e83c1aa9f264011d,1,0,0,0,0
4f1822817690d89943e7e57468ab4366e360772c0adce67bf74a7224b3732dee,1,0,0,0,0
8f45831b1df8fe44111e35b05271f6ec1796b03c104a67cd6481bf93f2affe86,1,0,0,0,0
6aefc2c4727ce80f03867f356df462f1a1ce21c72801b877fdb95e67cd00d6a4,1,0,0,0,0
bee3fc6b875e49edaa983ef9d38d0bcafe82abca82e684ef4fdca6df0c695c8b,1,0,0,0,0
57f8a57320eeed2f5b5a316d67319191ce717cc51384318966b61f95722e275f,1,0,0,0,0
9220b2f18dd79bef1d9b3739d42da538bfbcc73cda4f9b0028c2f425be501fb1,1,0,0,0,0
98f2667aec5f74c0701467ea86c6a45a53604075f968263c12650759d157ba59,1,0,0,0,0
5cfe6ec669be05d457d9b98cdd76901cc8913ae9f4e8b1a29d97770c6925a5c4,1,0,0,0,0
54eac45f3f5ac121c74c2ef66923cd3da5a5dc8b03bf3e4c43935fcc1e5f6eed,1,0,0,0,0
45bba7681e5a2c3512e6337baed739d3af30af5bfc9ffe0ae18e211e068274a1,1,0,0,0,0
d85e9e8cd1a516b50dbc909e9c05df28708b13c4aba540c74378cc4ec3723fcc,1,0,0,0,0
e95e642a99f9c281a9355441ba062de9239ba0f8464a862bfa61db371ea38436,1,0,0,0,0
9206e1de5dd2a10cc38cce0b8c507c1380fc035199fabc93908459376992c6cd,1,0,0,0,0
31fdaa61cadd545c4c859ed255ada413cbb09b2201f047745a7374ec1d54aa43,1,0,0,0,0
f788b3536222942754f586169650c6b38f8d5a7d0d831fb104c913995d1b42ef,1,0,0,0,0
0e2aee7b6cf50249520f0f824ea52f7770e2d2a791f0e6d94c514b11ed482fa4,1,0,0,0,0
1d126e5904dde3b46175a4aae89eec1fb8a6b80e35b1f473878e5dd288f8aae6,1,0,0,0,0
17a16f08108e25af1c8b058adbaca2cada6a93c2d38c9854148f9e9caac76ac3,1,0,0,0,0
162f8c6bafe0c343c37f173344c4f6880eaec0aea7b491565db874366b161784,1,0,0,0,0
95d906dca5a3be5cf066268662b3c953860e54e9cdcfcd427faf0aaa9cb62bad,1,0,0,0,0
ddd9e5cfa9e1ddd8d849baef2b487a1608d1695f44c70f246c101de1275887dd,1,0,0,0,0
e19a7c8e4994ea4ed680136c9e3a6fff7b82c72f5743952821a446b6cb830f06,1,0,0,0,0
37ca38979f944ff0aa1a75343a9a5645d8559f6505c3b35615d0b0ae06ab28e6,1,0,0,0,0
78ef29227c3af00b3d31d9cb214febfcc1424ce78fa813e5a6b7ead453f3fb67,1,0,0,0,0
b482c7a2734b90eea3e35e61962de17336ed81f26bc9432175a03d4e7da03d65,1,0,0,0,0
506033f7a6ea5c9e4d89f9edcc998ed1f33fb74e4a2a4f32af8cec2ec009a906,1,0,0,0,0
4338ab77d05aeacd7eac5acbe9eed5568778c8e3e9499562816805b54b4d1a6a,1,0,0,0,0
bc02322aaf96fa1841101636dc4c8011da3bcc5571a6f0278813884ce54b5b3f,1,0,0,0,0
8ea78d335b8b931b49945e3ce36d12b1576647e7fb797840d3d1fa61b2f42200,1,0,0,0,0
6a99e6d4abc66f09a490443786432d90c675cb6282c791fae996136cbb69b7e9,1,0,0,0,0
83b454aa3ae08b286b571ae5e05958b217b9fff13f0553e202853b6e11d53f84,1,0,0,0,0
236c09415f6f77ca40f7b4a9301fd7e9176cc29f8b3b7c02c3e5e9fff4b254dc,1,0,0,0,0
a75adcf42f39c729c3ded9f42b8c35ee2552f2521903aa7e9ead8d74d5254ac2,1,0,0,0,0
d5a8b57886ef114de47afef850eed4f154c6fb436563a3eca8d98bfde2eb6d7b,1,0,0,0,0
160940892dc1983ed1b46d8756f1a529d9ec9ce5e3c4481f75c57c568748a38c,1,0,0,0,0
0b7f4c3be1d0b0f0b53495ff33e8c4b22adf122e01f8c72d705c489a975fe498,1,0,0,0,0
2edc7cbc0dce61739a4d977acd8b6e6940a817d4e698cbccaa8ce1ddbe0a7bbc,1,0,0,0,0
7748ca5b385db3fda3e07000b1552ca05405333083b33c4f470dd3ae4f0e3a5f,1,0,0,0,0
5af26db9200bf217a8ddb4f5904bf1a7d5940972f7d4c91789a0cd29db63c4c7,1,0,0,0,0
b787e20a573fe0aab160e6fa5b6f1040d8247ee7afb29d884121bc68cd3b9bf1,1,0,0,0,0
a17f10ef94bfddfc92659a3774942e7d7aee201b3102ea4a587733e17a856fc8,1,0,0,0,0
9456fca3505e2cf13d07b3b752f6cec4ce386ac2a91bb2d027b6cff35f630d24,1,0,0,0,0
9da55ad04e480fa1fd3b45a5f245e6511dfc45d44123000e1cc2d1e10c65e8b8,1,0,0,0,0
89cacc44f42639f27efe324f4937b923e2711b88b67b1fdae8bbae1210f573e7,1,0,0,0,0
578d3b5dbb35738f47165ee053138021f88c4bebfe5ebb2b79dbb998600eaa16,1,0,0,0,0
08a646c04974eaca9f50ce5d77ff6216af5bff400ec1b48782a4dae22fefbef0,1,0,0,0,0
7a373702f30fb4a293574dff762ab4b89d101da117f5152bd3ba2369b9de1661,1,0,0,0,0
1ae0c4ffe18e7934c019ad1279219d1e8e8491bf62e8b34102e1497010c58247,1,0,0,0,0
376d13affcbfc5d5358d39aba16b814f711f2e81632059a4bce5af060e038ea4,1,0,0,0,0
f3fc80a8793e60a901da44b9ab315931699e64a4f3eddb8aba839fe860de46dc,1,0,0,0,0
ec5b083c017570f846f6925b7c79d9e5886525a9b7ba7e514dabad0325c0af5e,1,0,0,0,0
15eae9134dac9268cbf005c23299c88dd5c5176a240201da751691a543375360,1,0,0,0,0
bbaf483c2b6f67f22eb6e1fa00f200e9c1e201b0110070acaefd416cf846b1aa,1,0,0,0,0
6f7e57ed7239905fafc3947160b5fc89ad615772d2a694299999d2fe080453f4,1,0,0,0,0
7c805f51ee3b2994e742d73954e51d7c2c24c76455b0b9a1b44d61cb4e280502,1,0,0,0,0
2124777f710199d4051c9d67185dc4dbb55252d65b57642222eee444c5c06d88,1,0,0,0,0
1981394e719bdfd9e29d57386d8ca05ceecc2ddd31f658255c068d6963df17c1,1,0,0,0,0
795b279f312a773f7f556a978387f1b682f93470db4c1b5f9cd6ca2cab1399b6,1,0,0,0,0
efb92fb17348eb10ba3a93ab004422c30bcf8ae72f302872e9ef3263c47133a7,1,0,0,0,0
7a4238fc6f5d3c7731c2eb33911298eaa36986040858af56e76628c5dc83e265,1,1,0,0,0
ae502f67782e9cc2a6e33b868f14467f3dabf126e868a8e10a68aa2ddd4092e1,1,1,0,0,0
32e4dee58ea17addc5df4ffb862ab3a8df1697598cb6437f92de4075665812c2,1,1,0,0,0
d5ca7ba75cfb8fd76929c1b8f6547780d8305a6654b6423124d380ff59b0d1c9,1,1,0,0,0
692e7b0f657ac34635e0dcd633f9c73b37d0258457d161ec6dbee26820cb72dd,1,1,0,0,0
fe1be052250f53b52017499744451c614e4771a392efa37afeb1b4774d861df0,1,1,0,0,0
d2b5dd74b5950953028cabf5d62c40366b14a2e803fb091500c6b6826f03f95e,1,1,0,0,0
9b5905a253141d4f64394de73775541a7bb16714cff8d18684e24ae887c97fc2,1,1,0,0,0
51f9c37c3eec0b6f8325aa1c8fe64a0615ab920584042df557426473b1270b40,1,1,0,0,0
c5996e7a701f1154b48f962d01d457f9b7e95d9c3dd9bbd6a8e083865d563622,1,1,0,0,0
4ccf02c87de6c0bf718d9f8cdf6c61a9edc909fab1cdd7d497572e30fea1f580,1,1,0,0,0
ea832ffd966341b068065875ce11cd5f3021487475947322ec8cc93af6f6f4f9,1,1,0,0,0
3abe643e901859b9148b124a1556ab531dfe1e37fa8413500b6caddd0382307f,1,1,0,0,0
f4ebdcef8643dbffe8de312cb47c1f94118e6481a4faf4166badfd98a0a9c5d3,1,1,0,0,0
a48b1693a2f824848da0c258859e2c9081d6a8e11d7fb2e0d93a8aa2613037d1,1,1,0,0,0
739d83c8ca63e674d56bc4c6024eac790d66d460c27437f47009fed834d47feb,1,1,0,0,0
72db4b6b4d90f66c099e4366c91cabc076d4ba5968abd163a9b61f9c9ea288cc,1,1,0,0,0
e726697d7f682a6b2be61ae887b80275ca124da0350020ead46c52781bd22e39,1,1,0,0,0
a4874ebfe480449a897f86c87a490fbc4c2276d5bad4ff92bc93e2e8ae8efc66,1,1,0,0,0
5ad51d421227bc9976e9e9cdb9c37b6461a82e60efe0591a7a7014ec8e1f0379,1,1,0,0,0
3504d9f2a2fdf021a382be4e2603acbdb5550ac2ddf26f62da1c2227b1f7f400,1,1,0,0,0
846a04a5a04dad7129abe56d82b0578d4e2af6d6f73cfdf9de364c001d00c24d,1,1,0,0,0
144cb58badccd0d201ef6b9befef75f7a2860cf6b978b14d9acf9b77a6a3fdfb,1,1,0,0,0
45dbfe5c6e12786ec990276f88c3650c2aaa7776a2304813397f193660365413,1,1,0,0,0
201247484840a2db692f6f3011312e0b1ff74d31c55ac23f71d149b8c6f0e2b3,1,1,0,0,0
5f3ccbc143370c214b2afcbbb3d54a0f9cdc8e9e09f266800700ea0532353957,1,1,0,0,0
58d335b2fd86126ab18cfbecd117c7700d154a2473cc1bdd507c0f57fa7052e3,1,1,0,0,0
75cc07a1af57d9d2a9a06840a25d1b9b368b1ddd57d98bac9a5a5f2f4d0d931d,1,1,0,0,0
3d4f63fc88ec8a4dfc9a5c3fee1a59ded40bbb2f4f04ed937c135b144e8a166d,1,1,0,0,0
20116083565a50f6b2db59011e9994e9a9f5db5994703d53233b8b202a5ad2f3,1,1,0,0,0
6e0d01c4c547d235c247a6d0719f2aca2d4996ae78df4b671275914a9e3fd2d3,1,1,0,0,0
138551cd967622832f8a816ea1697a5d08ee66c379d32d8a6bd7fca9fdeaecc4,1,1,0,0,0
9dfb5b4ad9aac36c2d7fbb93f8668faa819cb0df16f4a55d00f1cdda89c9a6d2,1,1,0,0,0
0b72c22517fdefd4cf0466d8d4c634ca73b7667d378be688efe131af4ac3aed8,1,1,0,0,0
3bbef6f36e2e673df2620a01463f9b598d0f70c76f450601ec29873d8eba5b7a,1,1,0,0,0
26f9e19c2a82d2ed4d940c2ec535ff2aba8583ae3867502899a7790fe3628400,1,1,0,0,0
ef04b246dc6c3ba619994cdbbaf010833d7164ef98d3ef04696223a132b793da,1,1,0,0,0
14f8c7b4b5cca8e02598309a1192d51f241ea68192c3cab5fb4ab9399d75f505,1,1,0,0,0
4ff779aae25dd9b690d8d889ada3b2d76555393ad456cbcb00c73f580b76313a,1,1,0,0,0
bca6f9f22b2045e8218f07dd76ce2759fa21e542c2e76e3733fed99153207d39,1,1,0,0,0
e907e2a4dc7455d068b1f5a28fbda8ea8abdb30e0c19a6200083ad2fb607961d,1,1,0,0,0
4c950bb7556d287bb740e7dcadabbb46d467df25a3309e664a8255c18b1715b0,1,1,0,0,0
0e69f3d10ba88974c47a9ce83a095a29e9ac3de66b0441db60624fbe0772f6c3,1,1,0,0,0
d0d4ef735a8bf076d81a6f3651d6bcfd8c69285049add2e6b6bee1276a99c37c,1,1,0,0,0
7593b0f4bc4c52cb359196f35868636b319641b01c8db9f662076285739a0505,1,1,0,0,0
6f58b07b5ddabc29c9c7e7165349edbd2bee923446514044d67040de2f36664a,1,1,0,0,0
5885804ac3fbd9a06595b9314b77898747b2f9b8a7624f72d402f5d5c5baac68,1,1,0,0,0
57940c5eee8641e02f49d1122528665a0ddfbf5b6b0d4b910b5287e15542591d,1,1,0,0,0
17fc5d1c8bd8b10471131282e42ec289bb1e1ee107ca676f369bb42fc3643af3,1,1,0,0,0
b1a8a189a95dfe33683141ba24f022357b2e60e5a811f5559b3119fe67c17bdc,1,1,0,0,0
7b1fa1ac136469ca0cf8e0b80830876185e9858a168098a093aaf43319fc60a7,1,1,0,0,0
9a5182c4f9b3061d30652264096d225ce16cb5c962e1c67ed153e3986d9e05c8,1,1,0,0,0
5489c3f1f561e1f7fa68f7a6041fba8aed8f682095e1f50b07b4b91ac284e9bd,1,1,0,0,0
3fb75b18f25919c3fc2e2d60905214c432caf182d3a600f2ca68e3b1bbcf3575,1,1,0,0,0
963a61a8eca4378566ce39113ddbcb08ee961ef54c274068e62efc9201fad1cc,1,1,0,0,0
1e386afecbbf96d119876dc5fd54382feb0fae878a416321e4ed3a897e763f4f,1,1,0,0,0
b80c00bc987ea9acacec57eeaf299421da8e083f611084816bf0c015c7088ded,1,1,0,0,0
04cb1225b4a5a0c256234a9b027408994c45911041766fe0b7e691c44a29389d,1,1,0,0,0
2cdfb07d6cad4b2dcbbdb2713a99ae70dcdd2c049d2e3b356de4609a905e500a,1,1,0,0,0
b9f0d4a2ea3fd0b0e2a7f3ef024e056ab58f51dd21960dd671dd42abf81a7b21,1,1,0,0,0
ac21ddc972b50c66a9876f1a470f0a29f4df58c1557b8fa0ba649fc0b255dd37,1,1,0,0,0
aba8466f8162846c8adc7be242bb78a346775804de2c14a978d69649b0639c6d,1,1,0,0,0
cfa37c111d5d86aa348a8411c39fe1c54034c437a5c15777a42638c6a9d03eb0,1,1,0,0,0
a7fd4a7ad1b5f67f588cfcdc7bb092d1c8aed71ffc9402f618f4562c3dadf8e1,1,1,0,0,0
ceea4208d55b4de89279633183dae164e57aa03d729ade7d39a75c7d1e583078,1,1,0,0,0
c00419b21d10a236b47b43bb1eed3dbc5298e471cf9616848a84da5baae8e611,1,1,0,0,0
4fcce7c445d89d7de943ec0e0c2fc285d4b25a67950ad7d6bcb50dbcbc4ac29b,1,1,0,0,0
2e6c7354f7b4dce59752054929731c5055df15301ed094820bdbbcd5c0cfa12e,1,1,0,0,0
11af0da9a7c5f65bb098ed52973e814b12eba492fb3615a5fada5d4cc390928d,1,1,0,0,0
33ece8395604682f2c428a5b7a11e562b836f44f7b6fbb0caaa84bfa80d0c8ff,1,1,0,0,0
73aef1d852c9c4001b1a7db673e03417d30f489e56db5813a8757866c2641028,1,1,0,0,0
9a1ac04b85cc6f35cd83382f258254556a37f1fc314020dbecbde033caa00a8d,1,1,0,0,0
faa774978f43368357f553a1e45a2f9465fcfa50c6c09dbf6004304db03bc641,1,1,0,0,0
dbcf1e78a34e742832a2dbe46eec985ede3ff659c7f5801611c3b22b5a5cd379,1,1,0,0,0
90ac64358498e62a5718e92d9ede7c7e0fb30aa39c6cc94d4ac38010208cc255,1,1,0,0,0
bae41a16babbac0bcf8280bf6a60c78331bfaf50b0b5c31cf6c55ac29c5c7c4a,1,1,0,0,0
8c7dbb2080f2b862026b2d755cb01c4b484c357c7aa5e053398ee6fe497c6374,1,1,0,0,0
6ec479136b4fb6809638e874d9d606f6d4b1f44a686f61954bb6883d548333fa,1,1,0,0,0
88d598aa4b9272f14913d42937586992d0a5e35e656ca315e33ecaa81628f04c,1,1,0,0,0
e104e343d5d6db290a76ac90d19917ff88d000bd891be7b9cdab1eb66525f8ea,1,1,0,0,0
76798397118c81edf2ef4588a60578a8700017afb98b040657b39cccdbe30009,1,1,0,0,0
a126d643c83163c3cf7830de9cf2fc11b6b1eca77e10e0ce48e9e2edaaf2425e,1,1,0,0,0
b7273b4a1b2d2a968a890f363e256d6d6b8fdda6a63280e673262f221c76a1fc,1,1,0,0,0
3434bad9d01dad7ad4e7525a3936c527376699e3505e70171b083c1226f0e90c,1,1,0,0,0
80448bc12448336f023d890b29ebf2a854f325ad010aa05d2f632870be9c8677,1,1,0,0,0
5f6016b9bcaf98d2276187b7ef74a1662bd7e21e610ebed2b2ce5a7aea799600,1,1,0,0,0
44ce621f601a8c68f8984324e2883cb431adcae410a60a36f6f252ad5d0fd467,1,1,0,0,0
97886afc752048f8d8044120044ac7396e50b78b74b7e0077b8881b4eee7da6a,1,1,0,0,0
5a2306804771a975f692d6cc1cbaf06af1b86273301b3af8069f4d36a27d3866,1,1,0,0,0
44612fabf9a13d78f845f0932c6f332647684c8017f5a8410ec24b483a186e27,1,1,0,0,0
fcf61a8a80a61ffb6c29ae60f334cbb9d9054026576a873b9d1a71013c8d0737,1,1,0,0,0
a4fd3292b7bc5800f8d9b3a3e4c6a757daeb0800cae762cf2294012cee5604f5,1,1,0,0,0
